order_id,customer_id,order_date,item,quantity,unit_price
103,9963,2022-03-06,Gadget Y,7,60.33
104,8704,2025-10-15,Widget A,9,119.43
105,8564,2019-11-17,Thingamajig,3,194.08
106,8522,2025-03-06,Gadget Y,3,119.83
107,2402,2022-09-29,Gadget Z,3,79.07
108,4123,2025-10-31,Widget B,10,39.05
109,368,2025-07-09,Gadget Z,10,146.68
110,7404,2024-02-06,Gadget X,7,109.25
111,5615,2025-08-17,Thingamajig,1,87.19
112,5243,2024-10-06,Gadget X,9,150.41
113,2329,2025-05-29,Widget C,2,197.96
114,5406,2021-11-10,Widget C,3,71.18
115,205,2025-09-25,Widget A,9,24.07
116,2144,2024-04-24,Widget A,1,64.53
117,4262,2023-12-13,Gadget Z,3,180.98
118,6920,2022-12-03,Widget A,6,102.82
119,2863,2021-10-08,Doohickey,8,78.83
120,3600,2024-01-05,Widget C,5,56.19
121,5655,2024-02-08,Doohickey,4,81.01
122,4130,2025-08-20,Widget A,1,128.32
123,3568,2019-07-26,Widget A,6,118.37
124,3529,2023-06-19,Widget A,2,159.80
125,7559,2020-04-21,Gadget Z,2,110.52
126,5948,2024-01-05,Gadget Z,9,156.25
127,2102,2024-09-19,Doohickey,1,199.12
128,6003,2021-07-29,Widget C,10,144.68
129,856,2024-01-04,Gadget Z,4,160.29
130,6260,2025-03-25,Gadget Z,3,128.77
131,1488,2023-12-31,Widget A,8,147.97
132,2546,2023-07-23,Widget B,2,131.28
133,8995,2025-03-14,Gadget Y,3,14.92
134,5108,2020-03-18,Doohickey,5,135.01
135,6550,2020-12-13,Gadget X,10,151.37
136,9972,2022-06-28,Widget C,2,46.63
137,6933,2022-02-20,Widget C,4,77.84
138,2334,2025-03-12,Doohickey,6,38.52
139,8755,2025-09-13,Thingamajig,2,172.95
140,9507,2024-10-26,Gadget Y,2,88.11
141,1654,2018-09-23,Widget C,8,122.44
142,7863,2024-11-30,Thingamajig,9,167.25
143,2601,2023-06-19,Gadget Z,1,67.25
144,5897,2023-07-02,Doohickey,6,143.67
145,3503,2025-01-31,Gadget Z,10,31.74
146,2811,2021-01-29,Gadget X,8,52.90
147,9640,2021-02-13,Gadget Y,5,165.93
148,8036,2022-11-03,Widget B,3,13.05
149,2869,2025-11-03,Gadget Z,4,81.50
150,3214,2025-03-04,Gadget X,4,197.45
151,6951,2024-05-24,Thingamajig,10,171.99
152,6272,2023-03-26,Widget A,9,119.85
153,6390,2018-04-17,Gadget X,2,184.29
154,4982,2025-05-22,Gadget Y,4,163.75
155,7612,2024-03-13,Gadget Z,6,64.27
156,1670,2021-07-09,Doohickey,4,39.47
157,3977,2023-07-24,Doohickey,4,87.95
158,4223,2024-07-11,Doohickey,10,159.16
159,219,2018-10-31,Gadget Y,5,8.53
160,7143,2020-03-16,Widget C,5,142.83
161,633,2023-06-12,Gadget Y,1,108.07
162,2482,2025-02-18,Thingamajig,7,127.94
163,4044,2023-06-07,Thingamajig,6,96.81
164,6703,2023-04-13,Gadget X,9,55.18
165,9508,2025-10-30,Gadget Z,7,20.84
166,6466,2025-05-28,Gadget Y,3,14.61
167,2254,2025-05-08,Widget A,9,18.58
168,3954,2025-10-11,Widget A,4,190.77
169,4450,2022-08-08,Widget A,3,195.82
170,9865,2021-06-12,Gadget X,9,152.78
171,1248,2024-09-10,Widget A,6,98.83
172,8826,2016-09-21,Widget C,3,92.80
173,7651,2022-02-10,Doohickey,10,50.61
174,9143,2019-12-14,Doohickey,1,64.57
175,982,2017-12-17,Gadget Z,1,48.05
176,4831,2024-11-10,Widget B,1,130.12
177,1219,2024-02-21,Gadget X,4,87.10
178,546,2024-11-08,Widget C,1,199.08
179,447,2024-05-23,Gadget Z,7,26.07
180,1305,2023-05-22,Widget C,9,120.52
181,1851,2025-07-23,Widget A,5,75.46
182,1774,2024-12-24,Gadget Z,10,26.00
183,1126,2025-08-23,Widget B,8,107.12
184,6038,2022-01-20,Gadget Y,9,152.36
185,4123,2025-11-04,Gadget Y,2,157.84
186,8686,2021-08-16,Thingamajig,9,35.66
187,6417,2021-10-18,Thingamajig,4,8.83
188,4947,2025-06-03,Doohickey,4,115.77
189,917,2023-09-08,Widget A,7,106.67
190,2238,2025-11-03,Gadget X,6,106.72
191,759,2020-12-30,Gadget X,8,127.47
192,4281,2020-11-25,Thingamajig,10,40.44
193,2069,2022-12-05,Thingamajig,2,57.25
194,6684,2024-07-04,Gadget Z,8,59.10
195,1347,2025-07-27,Gadget Y,9,85.01
196,1506,2024-07-20,Gadget Z,4,11.25
197,5958,2025-10-12,Gadget Y,5,82.18
198,97,2024-05-24,Gadget X,9,92.35
199,6607,2022-06-25,Doohickey,8,13.33
200,5586,2021-08-19,Gadget X,10,186.18
201,9604,2022-08-23,Gadget Y,3,79.49
202,3078,2020-06-11,Gadget X,3,65.63
203,9225,2019-03-22,Doohickey,9,22.04
204,6284,2025-02-14,Gadget Y,3,97.43
205,2711,2024-08-18,Widget B,9,13.65
206,5975,2025-09-23,Widget B,1,94.31
207,5126,2019-05-17,Doohickey,2,54.61
208,4136,2024-05-01,Widget B,5,67.31
209,5413,2025-07-18,Widget C,3,76.75
210,1156,2024-03-22,Widget A,8,75.92
211,1745,2024-08-14,Gadget Z,9,69.66
212,2094,2025-09-19,Widget A,2,131.63
213,904,2025-04-13,Widget C,1,18.38
214,4826,2021-06-01,Thingamajig,3,107.74
215,4055,2024-09-01,Gadget Y,10,18.11
216,8540,2020-12-30,Gadget X,7,19.65
217,723,2023-03-15,Widget C,8,149.72
218,8052,2025-06-06,Thingamajig,6,66.64
219,5482,2021-06-18,Widget B,1,63.39
220,3217,2024-07-14,Widget A,4,87.38
221,1630,2023-10-21,Widget A,7,93.27
222,3506,2025-04-13,Thingamajig,4,126.61
223,4840,2025-01-24,Thingamajig,10,74.60
224,3479,2024-04-15,Thingamajig,2,26.45
225,1038,2022-10-06,Gadget Y,7,110.15
226,8338,2025-09-08,Widget A,7,142.63
227,3374,2025-05-12,Gadget X,10,94.92
228,2845,2020-11-26,Gadget Z,3,185.74
229,8925,2025-05-10,Widget C,2,189.56
230,4544,2025-09-16,Widget B,1,118.85
231,9945,2024-07-27,Gadget Y,8,139.74
232,7328,2018-03-20,Gadget Z,2,194.57
233,2883,2025-05-16,Widget A,8,127.22
234,338,2020-10-02,Widget A,3,57.45
235,1247,2025-10-14,Gadget Z,10,130.97
236,3562,2025-10-13,Widget C,3,29.86
237,7493,2021-10-06,Gadget X,3,67.34
238,3928,2025-04-02,Widget A,7,111.79
239,4020,2024-08-22,Doohickey,3,151.82
240,8180,2024-03-10,Widget A,5,67.00
241,1215,2025-09-06,Gadget Z,7,25.25
242,9173,2025-09-22,Thingamajig,3,58.74
243,2493,2025-06-24,Gadget Z,8,82.95
244,8580,2020-05-20,Gadget Z,6,30.24
245,1962,2019-05-06,Thingamajig,7,192.48
246,6627,2020-05-11,Gadget Y,7,120.56
247,7568,2025-10-05,Widget B,7,40.11
248,8155,2022-04-27,Gadget X,7,34.88
249,8787,2024-12-22,Gadget Y,10,75.41
250,6062,2024-03-17,Gadget Z,7,45.05
251,6709,2020-07-31,Widget A,10,36.04
252,3479,2022-07-07,Doohickey,5,95.32
253,547,2024-12-17,Widget C,10,58.22
254,6068,2023-09-30,Widget A,7,66.34
255,3453,2025-01-02,Doohickey,10,39.76
256,4130,2025-09-15,Widget B,7,173.90
257,3383,2025-08-17,Doohickey,7,145.65
258,5102,2021-08-29,Widget A,8,41.47
259,3824,2024-10-02,Gadget Y,4,103.40
260,1217,2024-05-18,Widget A,7,105.62
261,5392,2021-02-23,Gadget Z,6,118.57
262,176,2024-08-22,Gadget X,2,48.09
263,8713,2022-08-03,Doohickey,6,124.10
264,6590,2023-11-13,Gadget X,10,57.76
265,8821,2024-10-19,Doohickey,9,181.82
266,7122,2025-04-17,Gadget Z,1,30.42
267,3597,2022-06-07,Gadget Y,8,137.40
268,7779,2022-02-24,Gadget Y,5,82.45
269,1485,2025-07-28,Gadget Y,5,136.16
270,5084,2025-10-07,Gadget X,10,5.30
271,7434,2016-04-25,Doohickey,4,136.51
272,5210,2025-08-23,Gadget Y,6,28.01
273,6519,2025-02-02,Widget B,2,37.68
274,9174,2025-04-25,Widget B,4,15.95
275,4146,2025-07-02,Widget B,7,147.31
276,7995,2025-09-14,Thingamajig,9,70.74
277,9498,2022-06-24,Widget B,5,143.18
278,5602,2019-06-28,Doohickey,3,52.87
279,6462,2023-10-30,Gadget Y,3,80.53
280,1945,2025-09-01,Gadget X,7,57.26
281,6302,2025-10-05,Thingamajig,7,141.22
282,9286,2024-01-31,Widget A,7,24.24
283,6730,2019-12-08,Doohickey,8,174.68
284,5990,2023-01-04,Doohickey,8,107.67
285,8307,2024-03-09,Gadget X,9,123.46
286,6727,2018-09-14,Doohickey,9,186.35
287,3554,2021-07-31,Thingamajig,5,114.61
288,2564,2025-03-27,Widget A,7,8.59
289,244,2025-10-25,Gadget Z,7,141.16
290,1382,2024-02-13,Gadget X,5,186.67
291,4316,2024-02-15,Doohickey,3,25.95
292,678,2025-07-18,Gadget Y,10,156.56
293,8840,2024-06-15,Gadget X,3,86.91
294,2565,2024-07-19,Widget B,4,42.39
295,1257,2018-08-17,Doohickey,10,21.11
296,696,2025-09-25,Thingamajig,2,110.96
297,3974,2025-07-16,Widget A,9,173.69
298,7661,2024-12-18,Gadget Y,3,181.77
299,6454,2020-03-14,Gadget X,8,103.97
300,262,2022-08-05,Widget A,1,197.94
301,287,2023-04-15,Gadget Z,10,46.56
302,5700,2022-05-25,Gadget X,3,151.89
303,9380,2025-01-15,Gadget X,7,47.25
304,3166,2025-05-04,Gadget Y,2,137.37
305,7862,2025-07-08,Widget B,5,186.91
306,7156,2025-09-16,Widget C,6,147.17
307,598,2021-04-05,Gadget Y,7,80.28
308,6079,2025-01-23,Gadget X,5,105.64
309,6426,2025-09-26,Doohickey,2,75.12
310,629,2024-07-09,Widget B,4,188.46
311,1576,2022-10-04,Gadget Z,6,172.08
312,325,2025-10-15,Widget A,7,78.18
313,4299,2025-08-07,Gadget Y,8,137.42
314,8822,2021-11-21,Gadget X,7,57.81
315,5445,2021-05-06,Gadget Y,7,95.75
316,9041,2025-09-11,Doohickey,3,156.01
317,3143,2021-10-09,Doohickey,10,41.82
318,9948,2023-11-14,Doohickey,10,37.43
319,4961,2023-02-23,Gadget Z,10,98.72
320,1827,2018-03-05,Gadget Y,2,189.38
321,8128,2019-10-12,Widget B,2,136.09
322,6107,2023-10-21,Gadget Y,3,174.09
323,4623,2024-02-29,Widget A,2,154.45
324,2955,2024-11-24,Gadget Z,8,76.38
325,3302,2020-04-26,Doohickey,6,153.04
326,2321,2025-05-26,Gadget Z,7,42.27
327,4106,2016-04-05,Gadget Y,10,63.92
328,434,2023-10-29,Widget A,5,177.86
329,5478,2022-09-30,Widget B,9,11.57
330,4511,2019-10-26,Gadget X,2,81.00
331,9848,2025-08-07,Gadget X,3,31.83
332,3109,2023-05-17,Widget A,4,50.31
333,8959,2020-12-08,Gadget X,6,32.87
334,6344,2025-09-28,Thingamajig,5,92.10
335,9665,2025-01-10,Widget A,5,178.18
336,9500,2022-02-01,Doohickey,10,27.75
337,7238,2022-03-27,Thingamajig,6,199.32
338,8039,2024-11-14,Gadget Z,1,15.52
339,3402,2024-09-27,Doohickey,4,40.89
340,8364,2025-03-06,Widget C,1,84.41
341,6684,2025-05-19,Widget C,4,112.86
342,269,2020-12-12,Widget A,3,173.25
343,2768,2024-12-06,Thingamajig,1,8.15
344,3598,2025-08-03,Thingamajig,3,83.95
345,1596,2020-12-23,Widget C,7,9.46
346,1632,2020-01-10,Doohickey,3,70.28
347,8305,2023-04-07,Thingamajig,6,96.01
348,8484,2024-12-04,Gadget X,2,82.76
349,7297,2022-03-05,Gadget X,4,84.77
350,6811,2025-03-13,Widget A,2,113.27
351,3641,2020-07-30,Gadget Y,4,126.52
352,222,2025-02-08,Gadget Z,8,135.74
353,1723,2025-09-30,Doohickey,2,130.22
354,5542,2024-02-11,Widget C,6,65.50
355,1312,2022-02-09,Gadget X,3,55.67
356,9486,2019-10-31,Doohickey,6,141.92
357,6939,2022-10-14,Widget C,5,22.89
358,5614,2025-08-15,Widget A,9,53.62
359,7835,2024-08-31,Widget A,3,108.10
360,3456,2020-06-28,Widget C,9,121.62
361,4398,2020-01-19,Widget C,8,180.89
362,468,2024-07-03,Gadget X,7,173.22
363,6810,2020-10-31,Gadget X,2,190.02
364,1625,2022-08-06,Gadget X,3,66.58
365,9594,2022-07-08,Doohickey,6,104.83
366,4540,2025-04-22,Gadget X,5,159.47
367,1658,2019-10-31,Widget B,6,141.57
368,756,2023-12-19,Widget C,2,194.32
369,5850,2024-02-24,Doohickey,4,15.36
370,7873,2017-06-20,Gadget X,9,62.29
371,6099,2024-07-25,Gadget Z,9,126.97
372,7860,2023-03-23,Widget A,7,127.08
373,5698,2019-02-09,Widget B,8,163.92
374,3453,2021-08-12,Widget B,10,144.43
375,4614,2023-04-04,Gadget Z,6,190.38
376,6449,2025-05-10,Gadget Y,3,71.62
377,6959,2024-06-05,Gadget Y,4,103.02
378,5792,2025-04-26,Widget A,7,75.69
379,1596,2025-07-12,Widget C,7,33.90
380,5320,2023-12-04,Widget A,6,63.10
381,5050,2023-01-25,Thingamajig,5,97.37
382,8001,2023-07-08,Gadget Z,9,43.44
383,7971,2019-04-12,Thingamajig,1,181.05
384,4950,2021-10-25,Gadget Z,9,122.39
385,9594,2024-01-03,Widget C,2,156.34
386,1492,2025-06-18,Thingamajig,1,175.02
387,3799,2023-10-22,Doohickey,8,57.38
388,5956,2025-01-28,Gadget X,4,35.06
389,4327,2025-05-08,Thingamajig,6,57.65
390,3727,2019-06-04,Gadget Y,1,5.83
391,8809,2017-05-13,Widget C,2,55.44
392,9164,2022-09-08,Gadget Z,3,8.04
393,4504,2022-09-21,Thingamajig,7,197.64
394,5124,2023-08-18,Gadget X,7,82.75
395,9101,2024-11-25,Gadget Z,8,146.52
396,8878,2025-06-19,Thingamajig,4,178.02
397,6339,2021-09-15,Widget A,4,69.98
398,94,2021-08-25,Thingamajig,9,111.41
399,680,2022-08-16,Widget C,4,17.58
400,158,2020-07-28,Widget A,10,137.60
401,7532,2025-07-25,Gadget Z,5,83.85
402,5784,2025-10-11,Gadget Z,2,119.39
403,6394,2025-04-21,Widget B,9,22.29
404,326,2022-06-24,Doohickey,5,109.99
405,1705,2025-01-11,Widget A,3,174.33
406,5186,2025-08-30,Widget B,8,32.44
407,4358,2025-06-10,Widget A,6,194.83
408,3600,2023-08-21,Doohickey,8,36.36
409,1749,2022-11-13,Thingamajig,9,161.59
410,3810,2024-01-16,Thingamajig,1,40.42
411,2004,2019-02-13,Widget B,3,116.02
412,4687,2022-05-20,Doohickey,10,98.04
413,325,2025-08-08,Gadget X,10,186.35
414,7762,2025-05-30,Widget A,2,159.74
415,2505,2023-12-06,Gadget X,10,94.67
416,2225,2025-10-13,Widget C,6,9.91
417,7781,2024-08-07,Doohickey,10,83.31
418,3803,2025-05-02,Gadget Y,6,7.89
419,5781,2025-08-22,Gadget Y,2,147.05
420,3167,2017-09-21,Gadget Y,3,169.13
421,5235,2021-12-05,Gadget Z,2,147.88
422,5103,2023-09-16,Doohickey,1,181.96
423,3046,2024-05-01,Gadget Z,5,40.75
424,3553,2025-10-13,Widget B,6,91.22
425,9513,2025-02-08,Thingamajig,2,87.25
426,7068,2025-01-29,Widget A,1,14.47
427,8906,2022-05-10,Gadget Z,2,83.67
428,9008,2020-08-17,Gadget Z,7,107.67
429,1838,2025-02-21,Widget A,6,106.53
430,9510,2018-10-09,Thingamajig,6,166.79
431,4051,2023-11-09,Gadget Z,4,54.44
432,4314,2025-09-26,Thingamajig,7,110.37
433,9645,2020-05-21,Widget A,1,54.93
434,3697,2022-01-13,Gadget X,10,151.06
435,6921,2020-09-28,Gadget Z,5,186.31
436,1617,2019-09-26,Gadget X,5,183.51
437,4485,2022-08-23,Gadget Z,7,180.91
438,9029,2025-08-15,Widget B,7,136.30
439,7773,2025-04-29,Widget C,3,49.50
440,2806,2025-03-04,Gadget Y,3,187.80
441,4929,2023-12-23,Doohickey,10,14.05
442,5178,2020-09-07,Thingamajig,6,6.40
443,6284,2025-05-26,Gadget Y,6,193.44
444,4040,2025-09-26,Thingamajig,10,61.07
445,1692,2024-11-17,Thingamajig,4,90.78
446,3657,2024-12-12,Gadget Y,6,66.17
447,5698,2022-09-03,Gadget Z,2,85.63
448,3429,2025-08-08,Doohickey,10,73.93
449,9642,2022-08-30,Doohickey,6,18.11
450,1099,2020-05-01,Gadget Y,8,180.11
451,3894,2018-10-04,Widget B,6,100.25
452,3935,2025-09-15,Widget C,5,197.61
453,5323,2024-01-07,Widget C,5,10.08
454,2971,2025-03-23,Thingamajig,1,187.62
455,8852,2023-05-09,Doohickey,8,92.16
456,2096,2025-07-14,Gadget X,3,80.46
457,8008,2018-11-30,Doohickey,10,104.97
458,4885,2023-01-20,Doohickey,5,31.61
459,9812,2025-03-13,Doohickey,6,56.64
460,4101,2025-10-16,Thingamajig,2,131.29
461,1887,2025-09-27,Widget A,5,143.94
462,945,2019-03-14,Doohickey,10,112.44
463,7551,2025-10-01,Gadget Z,1,86.58
464,5084,2025-08-31,Thingamajig,8,136.68
465,4467,2025-10-02,Gadget X,8,44.71
466,8860,2022-06-03,Gadget Z,2,19.98
467,6107,2022-09-09,Doohickey,8,151.70
468,7211,2025-03-12,Gadget X,9,63.59
469,4506,2025-09-24,Gadget X,1,135.45
470,6597,2023-03-24,Widget C,6,147.00
471,7175,2020-09-11,Thingamajig,6,27.31
472,6904,2018-12-25,Thingamajig,9,18.03
473,4058,2024-03-06,Gadget Z,6,175.84
474,2211,2024-02-15,Widget B,10,75.59
475,4758,2022-10-12,Gadget Y,10,128.79
476,3284,2023-04-21,Widget C,8,12.44
477,6246,2025-07-14,Gadget X,6,40.51
478,7953,2024-06-23,Gadget X,3,145.73
479,4257,2024-10-21,Doohickey,5,119.62
480,4840,2021-02-18,Thingamajig,5,8.12
481,3346,2018-07-20,Doohickey,8,145.24
482,8678,2025-10-22,Widget C,4,35.07
483,4646,2024-07-10,Gadget X,10,131.94
484,2536,2025-08-30,Widget A,4,195.36
485,6050,2025-06-22,Thingamajig,8,190.22
486,6445,2021-03-11,Widget C,5,86.45
487,204,2023-01-18,Widget B,10,118.59
488,8478,2022-07-06,Thingamajig,5,6.43
489,8121,2022-06-28,Gadget Z,4,19.78
490,5644,2024-12-02,Gadget Z,8,182.45
491,7431,2024-05-20,Doohickey,3,162.47
492,4525,2023-02-09,Thingamajig,4,6.00
493,5089,2025-04-29,Thingamajig,4,105.81
494,7080,2025-10-06,Gadget Z,2,153.88
495,1583,2022-11-14,Thingamajig,10,120.88
496,1413,2025-09-10,Gadget Z,1,188.11
497,6640,2021-12-13,Widget A,2,8.75
498,8080,2017-12-11,Widget B,1,196.13
499,6489,2025-05-09,Thingamajig,8,42.59
500,5022,2020-12-25,Widget A,10,182.34
501,5980,2022-12-26,Gadget X,9,108.68
502,6652,2025-04-26,Gadget Z,4,79.24
503,8255,2021-08-11,Widget C,10,102.58
504,5132,2024-08-20,Thingamajig,3,50.48
505,9883,2025-01-26,Thingamajig,4,198.86
506,5878,2024-04-06,Doohickey,7,116.95
507,1852,2024-04-14,Doohickey,8,78.75
508,5317,2021-04-25,Gadget X,7,133.08
509,1307,2024-09-27,Doohickey,7,134.30
510,2302,2018-12-04,Widget B,5,25.24
511,5987,2023-06-29,Thingamajig,9,173.06
512,1190,2024-11-25,Gadget Y,2,191.30
513,9313,2025-08-26,Gadget Y,9,103.26
514,8046,2023-09-10,Doohickey,10,85.83
515,8663,2024-11-11,Widget A,2,43.82
516,8855,2024-02-15,Gadget Z,8,75.10
517,911,2023-05-21,Widget A,2,157.53
518,9311,2025-10-27,Thingamajig,6,187.70
519,868,2021-07-27,Thingamajig,9,167.63
520,2237,2024-10-20,Thingamajig,7,170.13
521,4163,2024-07-12,Widget C,7,65.51
522,9882,2018-04-27,Thingamajig,10,149.66
523,7653,2023-01-02,Widget C,9,112.03
524,1503,2023-06-30,Gadget Z,10,39.79
525,2358,2024-01-31,Thingamajig,3,99.52
526,530,2024-07-02,Doohickey,3,183.96
527,2057,2025-04-02,Gadget Y,10,152.74
528,2687,2025-04-12,Gadget X,8,117.24
529,4643,2022-12-22,Gadget X,7,104.37
530,2768,2023-02-05,Widget A,6,61.63
531,4798,2022-10-14,Doohickey,4,159.31
532,6397,2024-07-09,Gadget X,4,131.43
533,6524,2021-11-24,Gadget X,8,70.89
534,8343,2024-03-31,Widget C,2,69.51
535,2575,2024-08-13,Widget A,8,72.42
536,891,2021-05-27,Gadget X,1,187.95
537,662,2025-10-14,Thingamajig,2,193.89
538,5351,2021-08-16,Widget B,10,158.69
539,5010,2020-06-02,Widget B,10,98.34
540,9448,2024-01-30,Gadget Z,9,102.62
541,2955,2025-01-02,Widget C,6,177.45
542,1582,2024-07-26,Gadget Y,7,50.02
543,6004,2025-01-26,Gadget Z,2,8.63
544,9151,2022-10-24,Gadget X,8,20.89
545,9575,2024-04-09,Doohickey,4,114.64
546,2639,2025-08-10,Widget A,4,151.39
547,190,2020-08-18,Gadget Y,4,93.67
548,9474,2023-07-31,Gadget Z,4,185.35
549,5019,2021-04-25,Widget B,9,9.09
550,5032,2020-08-28,Gadget X,8,74.91
551,6166,2025-09-02,Gadget Z,2,84.29
552,2842,2022-03-17,Doohickey,1,82.51
553,4277,2023-06-05,Widget B,3,21.19
554,1532,2023-04-15,Gadget Z,6,11.89
555,3224,2022-03-26,Widget B,7,97.80
556,2047,2022-07-22,Widget A,9,62.44
557,6956,2022-10-12,Doohickey,5,142.16
558,5601,2025-02-07,Doohickey,7,155.28
559,3855,2023-07-13,Widget B,9,129.47
560,6488,2024-08-19,Thingamajig,10,22.86
561,177,2020-09-03,Thingamajig,4,64.48
562,9030,2021-03-09,Gadget Y,1,127.00
563,4060,2025-06-26,Widget C,5,113.81
564,2882,2025-03-27,Widget A,9,134.21
565,2109,2022-03-20,Gadget Z,4,93.48
566,1358,2025-02-17,Widget B,5,97.45
567,6792,2018-01-18,Gadget Y,6,30.52
568,6857,2025-10-06,Thingamajig,2,198.63
569,2407,2025-08-14,Widget B,4,194.20
570,7361,2025-02-01,Widget C,5,89.30
571,5303,2024-06-20,Widget A,3,146.67
572,892,2020-04-13,Widget B,1,104.26
573,2917,2024-12-06,Gadget X,9,105.75
574,2442,2023-11-22,Doohickey,6,118.29
575,3505,2018-06-28,Doohickey,5,8.31
576,8586,2022-08-20,Thingamajig,3,104.35
577,9928,2022-05-17,Widget B,4,72.38
578,8716,2025-10-24,Widget C,5,163.37
579,4018,2023-09-07,Gadget Y,7,147.98
580,9875,2025-01-25,Gadget X,7,14.74
581,4768,2024-05-26,Doohickey,10,9.41
582,6395,2025-05-06,Widget C,4,65.80
